slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
nansen,Nansen,nansen.png,Provides analytics products for Web3 developers and users.,https://www.nansen.ai/,https://docs.nansen.ai/,nansen_ai,nansen-ai,nansen-ai,,,,FALSE,
nebulum,Nebulum,nebulum.png,Provides faucet services for Web3 developers and users.,,,,,,,,,FALSE,
nirholas,Nirholas,nirholas.png,Builds Web3 MCP tooling including multi-chain crypto interaction servers and contract interfaces,https://github.com/nirholas/universal-crypto-mcp,https://github.com/nirholas/universal-crypto-mcp,nirholas,nirholas/universal-crypto-mcp,,,,,FALSE,
nodely,Nodely,nodely.png,Provides API infrastructure for Web3 developers and users.,https://nodely.io/,https://nodely.io/docs/free/start/,,,,,,,FALSE,
nodereal,NodeReal,nodereal.png,Provides API infrastructure for Web3 developers and users.,https://nodereal.io/,https://docs.nodereal.io/docs/intro-nodereal,,,,,,,FALSE,
nodies,Nodies,nodies.png,Provides API infrastructure for Web3 developers and users.,https://www.nodies.app/,https://docs.nodies.app/overview/supported-blockchains,,,,,,,FALSE,
nodit,Nodit,nodit.png,Blockchain data and node API platform providing MCP server for AI agents to access structured multi-chain blockchain context,https://www.nodit.io/,https://developer.nodit.io/en/,,noditlabs/nodit-mcp-server,,,,,FALSE,
nova,Nova,nova.png,Provides wallet solutions for Web3 developers and users.,https://novawallet.io,https://docs.novawallet.io/nova-wallet-wiki,,,,,,,FALSE,
noves,Noves,noves.png,Provides financial-grade onchain data,https://www.noves.fi/,https://docs.noves.fi/reference/api-overview,Noves_fi,,,,company/noves-fi,,FALSE,
nownodes,Nownodes,nownodes.png,Provides API infrastructure for Web3 developers and users.,https://nownodes.io/,https://nownodes.gitbook.io/documentation,,,,,,,FALSE,
nowpayments,NowPayments,nowpayments.png,Non-custodial crypto payment gateway for e-commerce and donations.,https://nowpayments.io/,,,,,,,,FALSE,
nsuite,NSuite,nsuite.png,Provides wallet solutions for Web3 developers and users.,https://www.nsuite.io/,,,,,,,,FALSE,
nufi,Nufi,nufi.png,Provides wallet solutions for Web3 developers and users.,https://nu.fi/,,,,,,,,FALSE,
ocean-protocol,Ocean Protocol,ocean-protocol.png,"It provides developers with a decentralized platform and a comprehensive toolkit for building data-driven applications and marketplaces, focusing on secure, privacy-preserving data sharing and monetization",https://oceanprotocol.com/,https://docs.oceanprotocol.com/developers,,,,,,,FALSE,
oklink,OKLink,oklink.png,Provides explorer services for Web3 developers and users.,https://www.oklink.com/,,,,,,,,FALSE,
oku-trade,Oku Trade,oku-trade.png,Provides cross-chain bridge services for Web3 developers and users.,https://oku.trade,https://docs.oku.trade/home/,,,,,,,FALSE,
okx,OKX,okx.png,Provides wallet solutions and explorer services for Web3 developers and users.,https://web3.okx.com/,,,,,,,,FALSE,
omnia,Omnia,omnia.png,Provides API infrastructure for Web3 developers and users.,https://www.omniatech.io/,https://docs.omniatech.io/,,,,,,,FALSE,
onekey,OneKey,onekey.png,It provides a platform for developers to integrate secure blockchain wallet functionalities into both web and native applications,https://onekey.so/,,,,,,,,FALSE,
onfinality,OnFinality,onfinality.png,Provides API infrastructure for Web3 developers and users.,https://onfinality.io/,https://documentation.onfinality.io/support/,,,,,,,FALSE,
onmeta,Onmeta,onmeta.png,"It provides developers with fiat-to-crypto i.e on-ramp and crypto-to-fiat i.e off-ramp infrastructure for integrating cryptocurrency buy and sell functionality into Web3 applications, platforms, or wallets",https://onmeta.in/,,,,,,,,FALSE,
onramper,Onramper,onramper.png,Provides fiat on/off-ramp services for Web3 developers and users.,https://www.onramper.com/,https://docs.onramper.com/docs/getting-started,,,,,,,FALSE,
onto,ONTO,onto.png,Provides wallet solutions for Web3 developers and users.,https://onto.app/,,,,,,,,FALSE,
op-analytics,OP Analytics,op-analytics.png,Provides analytics products for Web3 developers and users.,https://github.com/ethereum-optimism/op-analytics,,,ethereum-optimism/op-analytics,,,,,FALSE,
openfort,Openfort,openfort.png,"Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",https://www.openfort.io/,https://www.openfort.io/docs,,,,,,,FALSE,
openmask,OpenMask,openmask.png,Provides wallet solutions for Web3 developers and users.,https://www.openmask.app/,,,,,,,,FALSE,
opensvm,OpenSVM,opensvm.png,Builds Solana ecosystem infrastructure and MCP servers for Solana RPC integrations,https://github.com/openSVM/solana-mcp-server,https://github.com/openSVM/solana-mcp-server,,openSVM/solana-mcp-server,,,,,FALSE,
openzeppelin,OpenZeppelin,openzeppelin.png,Provides SDK tooling for Web3 developers and users.,https://www.openzeppelin.com/,https://docs.openzeppelin.com/,OpenZeppelin,OpenZeppelin,,,,,FALSE,
optimism,Optimism,optimism.png,Provides cross-chain bridge services and faucet services for Web3 developers and users.,https://www.optimism.io/,https://docs.optimism.io/,optimism,ethereum-optimism,,,,,FALSE,
ora,ORA,ora.png,Provides oracle services for Web3 developers and users.,https://www.ora.io/,https://docs.ora.io/,,,,,,,FALSE,
orbit-db,Orbit DB,orbit-db.png,"It provides a serverless, distributed, peer-to-peer database for building decentralized applications",https://orbitdb.org/,,,,,,,,FALSE,
orbiter-finance,Orbiter Finance,orbiter-finance.png,Provides cross-chain bridge services for Web3 developers and users.,https://orbiter.finance,https://docs.orbiter.finance,,,,,,,FALSE,
orbitflare,OrbitFlare,orbitflare.png,Provides API infrastructure for Web3 developers and users.,https://orbitflare.com/,https://docs.orbitflare.com/welcome,,,,,,,FALSE,
orbs,Orbs,orbs.png,Provides oracle services for Web3 developers and users.,https://www.orbs.com/,https://docs.orbs.network/v3,,,,,,,FALSE,
orderly,Orderly,orderly.png,It provides the necessary tools and infrastructure for developers to create decentralized applications with a centralized exchange like trading experience,https://orderly.network/,https://orderly.network/docs/introduction/getting-started/what-is-orderly,,,,,,,FALSE,
ormi-labs,Ormi Labs,ormi-labs.png,Provides API infrastructure for Web3 developers and users.,https://ormilabs.com/,https://docs.ormilabs.com/,,,,,,,FALSE,
orochi-network,Orochi Network,orochi-network.png,Provides oracle services for Web3 developers and users.,https://orochi.network/,https://docs.orochi.network/,,,,,,,FALSE,
owlto-finance,Owlto Finance,owlto-finance.png,Provides cross-chain bridge services for Web3 developers and users.,https://owlto.finance/,https://docs.owlto.finance/,,,,,,,FALSE,
ownbit,Ownbit,ownbit.png,Provides wallet solutions for Web3 developers and users.,https://ownbit.io/,,,,,,,,FALSE,
oxenflow,Oxenflow,oxenflow.png,Provides wallet solutions for Web3 developers and users.,https://oxenflow.io/,,,,,,,,FALSE,
paintswap,Paintswap,paintswap.png,"A fast, scalable VRF providing fully verifiable on-chain randomness from request to fulfillment, without any additional fees.",https://vrf.paintswap.io/,https://vrf.paintswap.io/documentation,,,,,,,FALSE,
pancakeswap,PancakeSwap,pancakeswap.png,Provides cross-chain bridge services for Web3 developers and users.,https://pancakeswap.finance/,https://docs.pancakeswap.finance/,,,,,,,FALSE,
particle,Particle,particle.png,"It offers modular SDKs and infrastructure for building chain-agnostic Web3 applications with a simplified, Web2-like user experience",https://particle.network/,https://developers.particle.network/intro/introduction,ParticleNtwrk,Particle-Network,,,,,FALSE,
paybis,Paybis,paybis.png,Global fiat-to-crypto exchange platform offering onramp and offramp services through multiple payment methods including cards and bank transfers.,https://paybis.com/,,,,,,,,FALSE,
paypal,PayPal,paypal.png,Provides wallet solutions for Web3 developers and users.,https://www.paypal.com/,https://developer.paypal.com/docs/,,,,,,,FALSE,
pera,Pera,pera.png,"Provides analytics products, explorer services, and wallet solutions for Web3 developers and users.",https://perawallet.app/,https://docs.perawallet.app/,,,,,,,FALSE,
petra,Petra,petra.png,Provides wallet solutions for Web3 developers and users.,https://petra.app/,https://petra.app/docs,,,,,,,FALSE,
phantom,Phantom,phantom.png,Provides wallet solutions and SDK tooling for Web3 developers and users.,https://phantom.com/,https://docs.phantom.com/introduction,,,,,,,FALSE,
pheasant-network,Pheasant Network,pheasant-network.png,Provides cross-chain bridge services for Web3 developers and users.,https://pheasant.network,https://docs.pheasant.network/,,,,,,,FALSE,
pier,Pier,pier.png,Provides wallet solutions for Web3 developers and users.,https://www.pierwallet.com/,https://docs.pierwallet.com/,,,,,,,FALSE,
pillar,Pillar,pillar.png,Provides wallet solutions for Web3 developers and users.,https://pillar.fi/,,,,,,,,FALSE,
pimlico,Pimlico,pimlico.png,"Infrastructure platform for building smart accounts with bundlers, verifying paymasters, and ERC-20 paymasters for gas sponsorship and enhanced transaction flows",https://www.pimlico.io/,https://docs.pimlico.io/,pimlicoHQ,pimlicolabs,,,,,FALSE,
pinata,Pinata,pinata.png,"IPFS pinning and file storage service trusted by 600,000+ developers",https://pinata.cloud/,https://docs.pinata.cloud/,pinatacloud,PinataCloud,,,,,FALSE,
pk910-pow-faucet,PK910 PoW Faucet,pk910-pow-faucet.png,Provides faucet services for Web3 developers and users.,,,,,,,,,FALSE,
pnf-software,PNF Software,pnf-software.png,"It is a powerful interactive reverse-engineering platform used for the disassembly, decompilation, debugging, and analysis of complex code and document files",https://www.pnfsoftware.com/,,,,,,,,FALSE,
polkadot-js,Polkadot.JS,polkadot-js.png,Provides explorer services for Web3 developers and users.,https://polkadot.js.org/,https://polkadot.js.org/docs/,,,,,,,FALSE,
polkawallet,Polkawallet,polkawallet.png,Provides wallet solutions for Web3 developers and users.,https://polkawallet.io/,,,,,,,,FALSE,
polygon,Polygon,polygon.png,Provides developer services for Web3 developers and users.,https://polygon.technology/,https://docs.polygon.technology/,0xPolygon,0xPolygon,,,,,FALSE,
polyhedra-network,Polyhedra Network,polyhedra-network.png,Provides cross-chain bridge services for Web3 developers and users.,https://polyhedra.network/,https://docs.polyhedra.network/expchain/bridge/,,,,,,,FALSE,
polyzoa,Polyzoa,polyzoa.png,Developer tool provider in the Web3 space that offers an anti-scam security layer for blockchain infrastructure,https://www.polyzoa.xyz/,,,,,,,,FALSE,
portal,Portal,portal.png,Provides platform services for Web3 developers and users.,https://www.portalhq.io/,https://docs.portalhq.io/,,,,,,,FALSE,
portalsprotocol,Portals Protocol,portalsprotocol.png,Builds Solana DeFi infrastructure and MCP server access for AI agents,https://github.com/portalsprotocol/mcp-server,https://github.com/portalsprotocol/mcp-server,,portalsprotocol/mcp-server,,,,,FALSE,
powergate,Powergate,powergate.png,Textile Powergate SDK for building on Filecoin,https://docs.textile.io/,https://docs.textile.io/powergate/,,textileio/powergate,,,,,FALSE,
prb-test,PRB Test,prb-test.png,"It is a modern collection of testing assertions and logging utilities for Solidity, and is meant to be a drop-in replacement for DSTest",,,,PaulRBerg/prb-test,,,,,FALSE,
privy,Privy,privy.png,"Securely spin up whitelabel wallets, sign transactions and integrate onchain infrastructure-all through one simple API",https://www.privy.io/,https://docs.privy.io/welcome,,,,,,,FALSE,
protofire,Protofire,protofire.png,Provides oracle services for Web3 developers and users.,https://protofire.io,https://docs.somnia.network/developer/building-dapps/oracles/protofire-price-feeds,,,,,,,FALSE,
publicnode,PublicNode,publicnode.png,Provides API infrastructure for Web3 developers and users.,https://publicnode.com/,,,,,,,,FALSE,
pyth-network,Pyth Network,pyth-network.png,Provides oracle services for Web3 developers and users.,https://www.pyth.network/,https://docs.pyth.network/,PythNetwork,pyth-network,,,,,FALSE,
quex,Quex,quex.png,Provides oracle services for Web3 developers and users.,,,,,,,,,FALSE,
quicknode,QuickNode,quicknode.png,"Provides API infrastructure, SDK tooling, and faucet services for Web3 developers and users.",https://www.quicknode.com/,https://www.quicknode.com/docs/welcome,quicknode,quiknode-labs,,,,,FALSE,
rabby,Rabby,rabby.png,Provides wallet solutions for Web3 developers and users.,https://rabby.io/,https://rabby.io/docs,,,,,,,FALSE,
radiumblock,RadiumBlock,radiumblock.png,Provides API infrastructure for Web3 developers and users.,https://radiumblock.com/,,,,,,,,FALSE,
raid-guild,Raid Guild,raid-guild.png,"It offers features like accelerated Web3 onboarding with pre-built components for common interactions, essential integrations with Web3Modal, ENS, and Gnosis Safe Apps, and smart contract interaction",,,,raid-guild/quiver,,,,,FALSE,
rainbow,Rainbow,rainbow.png,Provides wallet solutions for Web3 developers and users.,https://rainbow.me/,https://rainbowkit.com/docs/introduction,rainbowdotme,rainbow-me,rainbowdotme,,,,FALSE,
rainbowkit,RainbowKit,rainbowkit.png,Open-source toolkit providing customizable React components for wallet connection UIs enabling seamless Ethereum wallet integrations,https://rainbowkit.com/,https://rainbowkit.com/docs/introduction,,,,,,,FALSE,
ramp-network,Ramp Network,ramp-network.png,Provides fiat on/off-ramp services for Web3 developers and users.,https://rampnetwork.com/,https://docs.rampnetwork.com/,,,,,,,FALSE,
rango,Rango,rango.png,Provides cross-chain bridge services for Web3 developers and users.,https://rango.exchange/,https://docs.rango.exchange/,,,,,,,FALSE,
rarible,Rarible,rarible.png,"It simplifies building NFT applications by providing an abstraction layer over multiple blockchains, allowing developers to easily create, mint, sell, buy, transfer and query NFTs without deep blockchain specifics",https://rarible.com/,https://docs.rarible.org/docs/introduction,,,,,,,FALSE,
reclaim-protocol,Reclaim Protocol,reclaim-protocol.png,"It provides developers with SDKs and tools to integrate user identity, activity and reputation data from websites into applications using privacy-preserving zero-knowledge proofs.",https://reclaimprotocol.org/,https://docs.reclaimprotocol.org/,,,,,,,FALSE,
redstone,RedStone,redstone.png,Provides oracle services for Web3 developers and users.,https://www.redstone.finance/,https://docs.redstone.finance/docs/introduction,,,,,,,FALSE,
reflector,Reflector,reflector.png,Provides oracle services for Web3 developers and users.,https://reflector.network/,https://reflector.network/docs,,,,,,,FALSE,
relay,Relay,relay.png,Provides cross-chain bridge services for Web3 developers and users.,https://relay.link/,https://docs.relay.link/what-is-relay,,,,,,,FALSE,
remix,Remix,remix.png,Open-source online IDE for writing compiling and debugging Ethereum smart contracts,https://remix.ethereum.org/,https://remix-ide.readthedocs.io/en/latest/,,,,,,,FALSE,
reown,Reown,reown.png,"Tools to build user-friendly smart wallets with social login, paymaster configuration for gas fees sponsorship and chain abstraction for seamless UX",https://reown.com/,https://docs.reown.com/,,,,,,,FALSE,
reth,Reth,reth.png,It is an Ethereum execution client and developer toolkit (SDK) that allows developers to run high-performance Ethereum nodes and build custom blockchain infrastructure using its modular components as libraries,https://reth.rs/,,,,,,,,FALSE,
rhinofi,RhinoFi,rhinofi.png,Provides cross-chain bridge services for Web3 developers and users.,https://rhino.fi/,https://docs.rhino.fi/get-started/introduction,,,,,,,FALSE,
rivet-clev,Rivet.clev,rivet-clev.png,"It is cloud platform for building and scaling stateful backends with a focus on real-time applications, such as AI agents, multiplayer games and collaborative tools",https://www.rivet.dev/,,,,,,,,FALSE,
robot-framework-solidity-testing-toolkit,Robot Framework Solidity Testing Toolkit,robot-framework-solidity-testing-toolkit.png,"It provides keyword-driven automation for testing, deploying and monitoring Solidity smart contracts on EVM-compatible blockchains",,,,jg8481/Robot-Framework-Solidity-Testing-Toolkit,,,,,FALSE,
rockx,RockX,rockx.png,Provides faucet services for Web3 developers and users.,https://www.rockx.com/,,,,,,,,FALSE,
rodi-software,Rodi Software,rodi-software.png,Provides faucet services for Web3 developers and users.,https://rodisoftware.com/,,,,,,,,FALSE,
rollup-codes,Rollup.codes,rollup-codes.png,It provides resources and data to help developers building on rollups select the optimal configurations and integrate third-party services,https://www.rollup.codes/,,,,,,,,FALSE,
ronin,Ronin,ronin.png,Provides wallet solutions for Web3 developers and users.,https://roninchain.com/,https://docs.roninchain.com/,,,,,,,FALSE,
router-protocol,Router Protocol,router-protocol.png,Provides cross-chain bridge services for Web3 developers and users.,https://routerprotocol.com/,https://docs.routerprotocol.com/,,,,,,,FALSE,
routescan,Routescan,routescan.png,Provides explorer services for Web3 developers and users.,https://routescan.io/,https://routescan.io/documentation/api/etherscan-like/accounts,,,,,,,FALSE,
rpcfast,RPCFast,rpcfast.png,Provides API infrastructure for Web3 developers and users.,https://rpcfast.com/,https://docs.rpcfast.com/rpc-fast-saas-eth-bsc-ar-polygon-velas/pricing-and-plans,,,,,,,FALSE,
rubic,Rubic,rubic.png,Provides cross-chain bridge services for Web3 developers and users.,https://rubic.exchange,https://docs.rubic.finance/rubic/overview/overview,,,,,,,FALSE,
rust-ethereum-abi,Rust Ethereum ABI,rust-ethereum-abi.png,It provides functionality for encoding and decoding data that allows external applications and other smart contracts written in Rust to interact seamlessly with smart contracts on the Ethereum blockchain and other EVM-compatible networks,,,,rust-ethereum/ethabi,,,,,FALSE,
saakuru,Saakuru,saakuru.png,Provides wallet solutions for Web3 developers and users.,https://www.saakuru.com/,,,,,,,,FALSE,
sablier,Sablier,sablier.png,"It provides the infrastructure for developers and businesses to build applications that manage on-chain token distribution, replacing traditional, discrete lump-sum payments",https://sablier.com/,https://docs.sablier.com/,,,,,,,FALSE,
safe,Safe,safe.png,Provides security tooling and wallet solutions for Web3 developers and users.,https://safe.global/,https://docs.safe.global/home/what-is-safe,safelabs_,safe-global,,,,,FALSE,
safe-by-protofire,SAFE by Protofire,safe-by-protofire.png,Provides wallet solutions for Web3 developers and users.,https://safe.filecoin.io/,,,,,,,,FALSE,
safepal,SafePal,safepal.png,Provides wallet solutions for Web3 developers and users.,https://www.safepal.com/,https://docs.safepal.io/,,,,,,,FALSE,
safeswap,SafeSwap,safeswap.png,Provides cross-chain bridge services for Web3 developers and users.,https://safeswap.io/,https://docs.safeswap.io/,,,,,,,FALSE,
sardine,Sardine,sardine.png,Provides fiat on/off-ramp services for Web3 developers and users.,https://www.sardine.ai/,https://docs.sardine.ai/home,,,,,,,FALSE,
scaffold-eth,Scaffold ETH,scaffold-eth.png,"It streamlines the complex development process by providing a pre-configured template that integrates a local blockchain environment, smart contract development tools, and a dynamic frontend",https://scaffoldeth.io/,https://docs.scaffoldeth.io/,,scaffold-eth/scaffold-eth-2,,,,,FALSE,
secux,SecuX,secux.png,Provides wallet solutions for Web3 developers and users.,https://secuxtech.com/,,,,,,,,FALSE,
seda,Seda,seda.png,Provides oracle services for Web3 developers and users.,https://seda.xyz/,https://docs.seda.xyz/home,,,,,,,FALSE,
sender,Sender,sender.png,Provides wallet solutions for Web3 developers and users.,https://senderwallet.io/,https://docs.senderwallet.io/,,,,,,,FALSE,
sentio,Sentio,sentio.png,Provide decentralized data and Compute Network,https://sentio.xyz/,https://docs.sentio.xyz/,,,,,,,FALSE,
sentry-by-aleno,Sentry by Aleno,sentry-by-aleno.png,Provides analytics products for Web3 developers and users.,https://aleno.ai/,https://docs.aleno.ai/apis/rest-v1,,,,,,,FALSE,
sequence,Sequence,sequence.png,"It enables the integration of blockchain and web3 functionalities into applications and games, primarily by abstracting the technical complexities of cryptocurrency for the end user",https://sequence.xyz/,https://docs.sequence.xyz/sdk/overview,,,,,,,FALSE,
shyft,Shyft,shyft.png,"It is a Solana-focused blockchain infrastructure provider offering high-performance RPC nodes, gRPC streaming, and DeFi APIs to simplify development on Solana",https://shyft.to/,https://docs.shyft.to/,,,,,,,FALSE,
sign-protocol,Sign Protocol,sign-protocol.png,"It offers a suite of tools and APIs for integrating blockchain-based, legally compliant document signing and data verification functionalities into other Web3 applications",https://docs.ethsign.xyz/,https://docs.ethsign.xyz/,,,,,,,FALSE,
simplex,Simplex,simplex.png,"Fiat-to-crypto onramp and offramp solution by Nuvei, enabling users to purchase and sell cryptocurrencies using credit and debit cards globally.",https://www.simplex.com/,,,,,,,,FALSE,
slowmist,SlowMist,slowmist.png,"Blockchain ecosystem security firm operating MistTrack, a crypto tracing and AML compliance platform supporting 19 blockchain networks",https://www.slowmist.com/,https://docs.misttrack.io/openapi/overview,SlowMist_Team,slowmist,,,,,FALSE,
smartmuv,SmartMuv,smartmuv.png,"It facilitate solidity smart contract analysis, deep storage data extraction, and migration",https://smartmuv.app/,,,,,,,,FALSE,
smolrefuel,SmolRefuel,smolrefuel.png,Provides cross-chain bridge services for Web3 developers and users.,https://smolrefuel.com,https://docs.smolrefuel.com,,,,,,,FALSE,
socket-tech,Socket,socket.png,"The first chain-abstraction protocol, leveraging Modular Order Flow Auctions (MOFA) to allow developers to compose with any app, user, and asset across chains.",https://www.socket.tech/,https://docs.socket.tech/,,,,,,,FALSE,
solana,Solana,solana.png,Provides explorer services and faucet services for Web3 developers and users.,https://solana.com/,https://solana.com/docs,solana,Solana,,,,,FALSE,
solanamcp,SolanaMCP,solanamcp.png,Builds Solana Agent Kit MCP server integrations for AI agent workflows on Solana,https://github.com/solanamcp/solana-mcp,https://github.com/solanamcp/solana-mcp,,solanamcp/solana-mcp,,,,,FALSE,
solar-wallet,Solar Wallet,solar-wallet.png,Provides wallet solutions for Web3 developers and users.,https://solarwallet.io/,,,,,,,,FALSE,
solflare,Solflare,solflare.png,Provides wallet solutions for Web3 developers and users.,https://docs.solflare.com/,https://docs.solflare.com/solflare,,,,,,,FALSE,
solidityscan,SolidityScan,solidityscan.png,An automated smart contract vulnerability scanner that helps developers identify security flaws and provides AI-driven remediation solutions.,https://solidityscan.com/,https://docs.solidityscan.com/,,,,,,,FALSE,
somnia,Somnia,somnia.png,Provides API infrastructure and explorer services for Web3 developers and users.,https://somnia.network/,https://docs.somnia.network/,,,,,,,FALSE,
somnia-network,Somnia Network,somnia-network.png,Provides faucet services for Web3 developers and users.,https://somnia.network/,,,,,,,,FALSE,
sonic,Sonic,sonic.png,Provides explorer services for Web3 developers and users.,https://www.soniclabs.com/,https://docs.soniclabs.com/,,,,,,,FALSE,
soroban-cli,Soroban CLI,soroban-cli.png,"CLI for developing, testing, and deploying Soroban smart contracts",https://github.com/stellar/stellar-cli,https://github.com/stellar/stellar-cli,,stellar/stellar-cli,,,,,FALSE,
sorted,Sorted,sorted.png,Provides wallet solutions for Web3 developers and users.,https://www.sorted.io/,,,,,,,,FALSE,
spectrum,Spectrum,spectrum.png,"Provides reliable, scalable, secure, high quality RPC and API solutions to 200+ blockchain networks",https://spectrumnodes.com/,https://spectrumnodes.gitbook.io/docs/,SpectrumNodes,,,spectrumnodes,spectrum-nodes,,FALSE,
speedynodes,SpeedyNodes,speedynodes.png,"It is a fast RPC provider that delivers reliable blockchain nodes for Ethereum, BSC, Polygon, Base, and major networks",https://www.speedynodes.com,https://docs.speedynodes.com/networks/overview/,,,speedynodes,SpeedyNodes,,Info@SpeedyNodes.com,FALSE,
spheron-network,Spheron Network,spheron-network.png,"It provides various tools and SDKs to help developers integrate with its decentralized infrastructure, manage deployments and utilize its compute resources",https://www.spheron.network,https://docs.spheron.ai/,,,,,,,FALSE,
sprintcheckout,Sprintcheckout,sprintcheckout.png,"It provides the infrastructure and tools for developers to seamlessly incorporate modern, low-cost, and user-friendly crypto payment options into their projects",https://sprintcheckout.com/,,,,,,,,FALSE,
sqd-cloud,SQD Cloud,sqd-cloud.png,Provides API infrastructure for Web3 developers and users.,https://sqd.ai/,https://docs.sqd.ai/,hellosqd,subsquid,,,,,FALSE,
squid,Squid,squid.png,Provides cross-chain bridge services for Web3 developers and users.,https://www.squidrouter.com/,https://docs.squidrouter.com,,,,,,,FALSE,
stackup,Stackup,stackup.png,Provides smart account tooling for building account abstraction within your apps. They offer Paymaster and Bundler APIs for sponsoring gas and sending account abstraction transactions,https://www.stackup.fi/,https://docs.stackup.fi/,,,,,,,FALSE,
stakely,Stakely,stakely.png,Provides faucet services for Web3 developers and users.,https://stakely.io/,,,,,,,,FALSE,
starboard,Starboard,starboard.png,Provides analytics products for Web3 developers and users.,https://www.starboard.ventures/,,,,,,,,FALSE,
stargate-finance,Stargate Finance,stargate-finance.png,Provides cross-chain bridge services for Web3 developers and users.,https://stargate.finance/,https://stargateprotocol.gitbook.io/stargate/,,,,,,,FALSE,
starkware,StarkWare,starkware.png,Provides cross-chain bridge services for Web3 developers and users.,https://starkgate.starknet.io/,,,,,,,,FALSE,
starton,Starton,starton.png,It provides a unified API and a suite of tools to simplify the integration of blockchain technology into applications,,,,starton-io,,,,,FALSE,
status-page,Status Page,status-page.png,Provides analytics products for Web3 developers and users.,https://www.atlassian.com/software/statuspage,,,,,,,,FALSE,
steexp,Steexp,steexp.png,Provides explorer services for Web3 developers and users.,https://steexp.com/,https://steexp.com/,,,,,,,FALSE,
stellar,Stellar,stellar.png,".NET SDK for interacting with Horizon, community-maintained",https://github.com/Beans-BV/dotnet-stellar-sdk,https://github.com/Beans-BV/dotnet-stellar-sdk,,Beans-BV/dotnet-stellar-sdk,,,,,FALSE,
stellar-laboratory,Stellar Laboratory,stellar-laboratory.png,"Web tool for testing transactions, accounts, and Soroban contracts",https://lab.stellar.org/,https://lab.stellar.org/,,,,,,,FALSE,
stellarchain,StellarChain,stellarchain.png,Provides explorer services for Web3 developers and users.,https://stellarchain.io/,https://stellarchain.io/,,,,,,,FALSE,
stellarexpert,StellarExpert,stellarexpert.png,Provides explorer services for Web3 developers and users.,https://stellar.expert/,https://stellar.expert/openapi.html,,,,,,,FALSE,
storacha,Storacha,storacha.png,"Decentralized hot storage network providing scalable IPFS storage backed by Filecoin with verifiable content-addressed data, evolved from web3.storage",https://storacha.network/,https://docs.storacha.network/,storachanetwork,storacha,,,,,FALSE,
strangelove-ventures,Strangelove Ventures,strangelove-ventures.png,"Blockchain development firm, lab, and validator building software for IBC and the Interchain",https://strange.love/,,strangelovelabs,strangelove-ventures,,,,,FALSE,
stripe,Stripe,stripe.png,Provides fiat on/off-ramp services for Web3 developers and users.,https://stripe.com/,https://docs.stripe.com/crypto/onramp,,,,,,,FALSE,
stylus-sdk,Stylus SDK,stylus-sdk.png,Rust/C++ WASM smart contract SDK for writing on‑chain Stylus contracts on Arbitrum,https://github.com/OffchainLabs/stylus-sdk-rs,https://docs.arbitrum.io/stylus/gentle-introduction,,,,,,,FALSE,
sublime-ethereum,Sublime-Ethereum,sublime-ethereum.png,"It provides developers with a specialized, efficient interface for building decentralized applications and smart contracts on the blockchain",,,,davidhq/SublimeEthereum,,,,,FALSE,
subquery,Subquery,subquery.png,Provides API infrastructure for Web3 developers and users.,https://subquery.network/,https://subquery.network/doc/subquery_network/introduction/introduction.html,,,,,,,FALSE,
subscan,Subscan,subscan.png,Provides explorer services for Web3 developers and users.,https://www.subscan.io/,https://support.subscan.io/,,,,,,,FALSE,
subwallet,SubWallet,subwallet.png,Provides wallet solutions for Web3 developers and users.,https://www.subwallet.app/,https://docs.subwallet.app/main,,,,,,,FALSE,
sui,Sui,sui.png,Provides faucet services for Web3 developers and users.,https://www.sui.io/,https://docs.sui.io/,,,,,,,FALSE,
suiscan,SuiScan,suiscan.png,Provides block explorer and analytics services for the Sui blockchain.,https://suiscan.xyz/,,,,,,,,FALSE,
superbridge,Superbridge,superbridge.png,Provides cross-chain bridge services for Web3 developers and users.,https://superbridge.app/,https://docs.superbridge.app/,,,,,,,FALSE,
supra,Supra,supra.png,Provides oracle services for Web3 developers and users.,https://supra.com/,https://docs.supra.com/,,,,,,,FALSE,
swapkit,SwapKit,swapkit.png,It offers an API and SDK for developers to integrate cross-chain swap capabilities into their own applications,https://swapkit.dev/,https://docs.swapkit.dev/,,,,,,,FALSE,
swaps,Swaps,swaps.png,"It abstracts the complexities of blockchain interactions, allowing developers to integrate diverse on-chain crypto experiences into their applications more easily",https://www.swaps.xyz/,https://docs.swaps.xyz/,,,,,,,FALSE,
swarm,Swarm,swarm.png,Decentralized P2P storage and communication infrastructure for building censorship-resistant serverless dapps,https://www.ethswarm.org/,https://docs.ethswarm.org/docs/,ethswarm,ethersphere,,,,,FALSE,
swing,Swing,swing.png,"It simplifies Web3 development by allowing other applications like dApps, wallets, exchanges to easily integrate cross-chain functionality",https://swing.xyz,https://developers.swing.xyz/,,,,,,,FALSE,
switchboard,Switchboard,switchboard.png,Provides oracle services for Web3 developers and users.,https://switchboard.xyz/,https://docs.switchboard.xyz/,,,,,,,FALSE,
symbiosis,Symbiosis,symbiosis.png,Provides cross-chain bridge services for Web3 developers and users.,https://symbiosis.finance/,https://docs.symbiosis.finance/,,,,,,,FALSE,
